1746172155.357		63688	32989	9	16076	14614	47408	33	6168	0	200
1746172155.354		75968	40496	5	14744	20723	55405	33	6168	0	200
1746172155.362		72505	43072	13	16664	12756	50687	33	6168	0	200
1746172155.373		67640	36843	11	19224	11562	47847	33	6168	0	200
1746172155.368		74145	39072	11	15507	19555	51192	33	6168	0	200
1746172155.378		65371	36440	14	20616	8301	45083	33	6168	0	200
1746172155.383		63943	39199	7	17814	6923	45337	33	6168	0	200
1746172155.388		63736	38507	14	20218	4997	43940	33	6168	0	200
1746172155.393		60773	36371	18	20050	4334	40787	33	6168	0	200
1746172155.398		60349	37422	7	20004	2916	39604	33	6168	0	200
1746172155.403		59332	33340	10	18797	7185	40791	33	6168	0	200
1746172155.408		58988	38192	11	17607	3178	37949	33	6168	0	200
1746172155.413		59007	36803	15	17556	4633	38146	33	6168	0	200
1746172155.418		59673	37219	6	18736	3712	39077	33	6168	0	200
1746172155.423		57646	36634	11	16328	4673	39115	33	6168	0	200
1746172155.428		57514	36653	5	16344	4512	39210	33	6168	0	200
1746172155.432		61756	38265	13	19291	4187	42213	33	6168	0	200
1746172155.438		59102	36676	6	16263	6157	39757	33	6168	0	200
1746172155.443		58751	36240	12	19881	2618	42029	33	6168	0	200
1746172155.448		56696	35609	11	19778	1298	40083	33	6168	0	200
1746172155.458		56025	32870	12	18271	4872	39071	33	6168	0	200
1746172155.453		61676	37309	6	18930	5431	41661	33	6168	0	200
1746172155.468		62291	35200	12	20669	6410	41990	33	6168	0	200
1746172155.463		69272	36087	13	19012	14160	48734	33	6168	0	200
1746172155.473		65103	36581	8	19773	8741	45403	33	6168	0	200
1746172155.478		62610	33346	12	17902	11350	45231	33	6168	0	200
1746172155.483		62853	35319	6	16124	11404	43253	33	6168	0	200
1746172155.488		58857	36259	6	16138	6454	37569	33	6168	0	200
1746172155.493		58199	36584	7	17419	4189	37527	33	6168	0	200
1746172155.498		61985	36836	12	16729	8408	41826	33	6168	0	200
1746172155.503		57244	32336	12	20501	4395	40083	33	6168	0	200
1746172155.508		55467	34496	15	16859	4097	36676	33	6168	0	200
1746172155.513		60120	38387	6	20030	1697	37882	33	6168	0	200
1746172155.523		60829	32699	12	19362	8756	42948	33	6168	0	200
1746172155.518		68029	37680	8	19447	10894	46427	33	6168	0	200
1746172155.528		61024	38268	11	17909	4836	40465	33	6168	0	200
1746172155.533		61302	38750	5	19035	3512	40634	33	6168	0	200
1746172155.538		62765	37325	13	15283	10144	43645	33	6168	0	200
1746172155.543		64106	37824	6	18400	7876	46026	33	6168	0	200
1746172155.548		61705	35142	6	16493	10064	44472	33	6168	0	200
1746172155.552		60024	38659	11	17100	4254	40313	33	6168	0	200
1746172155.563		55970	33649	15	15653	6653	39509	33	6168	0	200
1746172155.558		63980	41741	13	17092	5134	44701	33	6168	0	200
1746172155.567		58281	37171	13	17119	3978	38627	33	6168	0	200
1746172155.573		57942	35148	6	17197	5591	40113	33	6168	0	200
1746172155.578		58760	34466	9	16797	7488	39658	33	6168	0	200
1746172155.583		57618	34043	6	17187	6382	41490	33	6168	0	200
1746172155.588		56689	32578	6	15945	8160	40012	33	6168	0	200
1746172155.593		59160	36277	6	19641	3236	38766	33	6168	0	200
1746172155.597		59292	36981	14	15904	6393	39526	33	6168	0	200
1746172155.603		61202	34254	12	17341	9595	43104	33	6168	0	200
1746172155.608		57366	34333	14	17703	5316	40219	33	6168	0	200
1746172155.613		61489	36478	11	20505	4495	41121	33	6168	0	200
1746172155.618		61673	32621	6	19388	9658	45056	33	6168	0	200
1746172155.623		63376	35100	6	16254	12016	45452	33	6168	0	200
1746172155.627		60067	33173	12	16175	10707	41573	33	6168	0	200
1746172155.632		63154	37753	6	21062	4333	42065	33	6168	0	200
1746172155.638		62146	34725	11	18481	8929	43576	33	6168	0	200
1746172155.643		62354	34328	6	18375	9645	45449	33	6168	0	200
1746172155.647		61346	35964	5	17861	7516	41659	33	6168	0	200
1746172155.653		61568	38254	8	18691	4615	39892	33	6168	0	200
1746172155.658		60539	34697	13	17503	8326	42248	33	6168	0	200
1746172155.663		59242	34128	13	16246	8855	41387	33	6168	0	200
1746172155.668		57710	33922	10	16784	6994	39152	33	6168	0	200
1746172155.673		58061	37115	17	19601	1328	38651	33	6168	0	200
1746172155.678		60241	36332	5	16197	7707	41765	33	6168	0	200
1746172155.683		58030	35084	5	15234	7707	39699	33	6168	0	200
1746172155.688		56974	35861	6	19642	1465	39183	33	6168	0	200
1746172155.693		60464	37361	6	17888	5209	40136	33	6168	0	200
1746172155.698		56845	36021	6	17457	3361	37653	33	6168	0	200
1746172155.703		56705	35563	63	16612	4467	40235	33	6168	0	200
1746172155.708		55590	35635	7	16303	3645	37253	33	6168	0	200
1746172155.713		56121	35338	7	19678	1098	37409	33	6168	0	200
1746172155.718		54874	33724	6	16687	4457	36735	33	6168	0	200
1746172155.723		54132	34361	6	14940	4825	37509	33	6168	0	200
1746172155.728		56259	34667	6	14943	6643	36885	33	6168	0	200
1746172155.733		53607	31930	6	15269	6402	36704	33	6168	0	200
1746172155.738		55096	34076	6	14808	6206	36584	33	6168	0	200
1746172155.743		56423	33472	5	16014	6932	39378	33	6168	0	200
1746172155.748		53905	32251	6	15934	5714	37949	33	6168	0	200
1746172155.753		53762	33182	6	17896	2678	36706	33	6168	0	200
1746172155.758		54383	33006	20	18146	3211	37798	33	6168	0	200
1746172155.763		54869	33631	6	15667	5565	38116	33	6168	0	200
1746172155.768		54022	32422	13	17354	4233	37228	33	6168	0	200
1746172155.773		61061	36410	5	24533	113	42106	33	6168	0	200
1746172155.782		58340	34441	7	17603	6289	41102	33	6168	0	200
1746172155.778		66207	33665	5	23055	9482	49080	33	6168	0	200
1746172155.788		57760	32847	11	17423	7479	40576	33	6168	0	200
1746172155.798		62236	36754	6	20722	4754	42004	33	6168	0	200
1746172155.793		68474	41034	6	17589	9845	43360	33	6168	0	200
1746172155.803		62443	36222	17	19962	6242	44199	33	6168	0	200
1746172155.807		60937	34910	6	16658	9363	40791	33	6168	0	200
1746172155.812		62615	39820	6	18214	4575	44206	33	6168	0	200
1746172155.818		58357	37778	11	16587	3981	36767	33	6168	0	200
1746172155.823		57947	36306	8	16993	4640	40452	33	6168	0	200
1746172155.827		61149	37806	6	17725	5612	39712	33	6168	0	200
1746172155.833		58932	37863	10	16120	4939	39912	33	6168	0	200
1746172155.837		57619	35137	13	17230	5239	40248	33	6168	0	200
1746172155.843		56670	35894	10	19162	1604	37656	33	6168	0	200
1746172155.846		58401	36822	11	18493	3075	39973	33	6168	0	200
1746172155.852		55239	33040	6	16799	5394	38589	33	6168	0	200
1746172155.856		57398	33708	8	16056	7626	39403	33	6168	0	200
1746172155.862		59180	36323	10	16021	6826	39307	33	6168	0	200
1746172155.867		56747	35260	6	16292	5189	37559	33	6168	0	200
1746172155.872		58019	34972	6	15826	7215	39930	33	6168	0	200
1746172155.877		53799	32882	6	17282	3629	36633	33	6168	0	200
1746172155.882		53770	32583	5	16099	5083	37172	33	6168	0	200
1746172155.886		53940	32095	10	17394	4441	36920	33	6168	0	200
1746172155.892		55118	33493	6	15069	6550	36829	33	6168	0	200
1746172155.897		54206	34457	6	15774	3969	36898	33	6168	0	200
1746172155.902		58605	34420	6	17804	6375	40506	33	6168	0	200
1746172155.907		57778	32912	5	18919	5942	39121	33	6168	0	200
1746172155.911		57920	32839	14	18612	6455	40702	33	6168	0	200
1746172155.917		58308	37211	12	19823	1262	37495	33	6168	0	200
1746172155.922		63370	37469	10	20449	5442	43785	33	6168	0	200
1746172155.927		58527	35825	6	17447	5249	39199	33	6168	0	200
1746172155.932		59778	34021	5	18680	7072	43084	33	6168	0	200
1746172155.937		59743	37630	6	20699	1408	39155	33	6168	0	200
1746172155.941		60977	38297	6	22363	311	39830	33	6168	0	200
1746172155.947		58281	34103	5	21282	2891	40165	33	6168	0	200
1746172155.951		59966	37678	6	20099	2183	40030	33	6168	0	200
1746172155.957		62078	38473	10	18898	4697	40662	33	6168	0	200
1746172155.962		65395	40739	9	18776	5871	42357	33	6168	0	200
1746172155.966		63571	37063	14	17678	8816	44856	33	6168	0	200
1746172155.972		62896	37874	6	17438	7578	45189	33	6168	0	200
