1746213669.719		71088	41134	9	16154	13791	55044	33	6168	0	200
1746213669.711		83717	44070	12	19325	20310	63763	33	6168	0	200
1746213669.714		83207	38249	15	15400	29543	66108	33	6168	0	200
1746213669.730		69798	38739	10	17057	13992	53396	33	6168	0	200
1746213669.724		75954	40191	10	15018	20735	55868	33	6168	0	200
1746213669.735		66881	40103	12	16522	10244	43878	33	6168	0	200
1746213669.745		56522	31578	7	16090	8847	39501	33	6168	0	200
1746213669.740		68897	39764	7	21909	7217	48843	33	6168	0	200
1746213669.750		60127	35932	13	19146	5036	38713	33	6168	0	200
1746213669.755		60653	36921	10	20737	2985	43316	33	6168	0	200
1746213669.760		57180	33601	6	19427	4146	38762	33	6168	0	200
1746213669.769		59718	35667	6	20434	3611	39780	33	6168	0	200
1746213669.765		67332	40249	6	20404	6673	47423	33	6168	0	200
1746213669.775		59064	37707	13	19338	2006	37476	33	6168	0	200
1746213669.779		62170	42365	9	18512	1284	37980	33	6168	0	200
1746213669.785		59355	40570	16	17572	1197	38060	33	6168	0	200
1746213669.790		65358	38498	10	16404	10446	45902	33	6168	0	200
1746213669.795		112052	37644	6	64805	9597	91969	33	6168	0	200
1746213669.800		107959	40131	11	60105	7712	88789	33	6168	0	200
1746213669.805		103592	38768	15	56860	7949	85190	33	6168	0	200
1746213669.809		104340	35700	7	56032	12601	87065	33	6168	0	200
1746213669.815		111346	83195	7	19900	8244	45685	33	6168	0	200
1746213669.825		106867	75968	12	24701	6186	40869	33	6168	0	200
1746213669.820		111492	79909	11	17410	14162	51132	33	6168	0	200
1746213669.830		104794	85392	5	19243	154	86536	33	6168	0	200
1746213669.835		106950	83352	8	16846	6744	86161	33	6168	0	200
1746213669.840		106040	78667	11	19090	8272	87144	33	6168	0	200
1746213669.860		86533	59767	6	18170	8590	68021	33	6168	0	200
1746213669.864		87529	55183	11	18116	14219	68908	33	6168	0	200
1746213669.845		113672	81177	11	20034	12450	88705	33	6168	0	200
1746213669.855		106004	71319	8	20036	14641	81244	33	6168	0	200
1746213669.850		114001	75900	9	20009	18083	89179	33	6168	0	200
1746213669.870		102917	56275	7	20228	26407	81370	33	6168	0	200
1746213669.884		91240	42033	5	20156	29046	69684	33	6168	0	200
1746213669.890		85473	36275	5	20127	29066	64449	33	6168	0	200
1746213669.879		99043	47064	46	23128	28805	77335	33	6168	0	200
1746213669.875		103484	51256	5	21322	30901	81883	33	6168	0	200
1746213669.894		86575	40484	6	19503	26582	65185	33	6168	0	200
1746213669.900		81463	38098	10	16390	26965	60946	33	6168	0	200
1746213669.904		82114	42398	15	17527	22174	61083	33	6168	0	200
1746213669.915		72136	40113	15	17381	14627	51960	33	6168	0	200
1746213669.910		77346	42583	6	19880	14877	56817	33	6168	0	200
1746213669.920		67484	38622	6	17508	11348	49197	33	6168	0	200
1746213669.924		63090	37477	6	19473	6134	42731	33	6168	0	200
1746213669.930		66060	42764	6	19295	3995	43368	33	6168	0	200
1746213669.935		63659	37531	13	21903	4212	45519	33	6168	0	200
1746213669.940		61109	35859	7	18392	6851	42794	33	6168	0	200
1746213669.944		62631	39430	11	19325	3865	42678	33	6168	0	200
1746213669.950		62240	41910	14	18385	1931	42122	33	6168	0	200
1746213669.954		61510	40244	9	16254	5003	38742	33	6168	0	200
1746213669.960		58824	38691	6	17164	2963	38638	33	6168	0	200
1746213669.965		59013	38902	15	18129	1967	38914	33	6168	0	200
1746213669.970		62497	40437	6	16742	5312	43228	33	6168	0	200
1746213669.975		59863	36075	12	16238	7538	42796	33	6168	0	200
1746213669.980		58483	36183	6	16264	6030	40658	33	6168	0	200
1746213669.985		58805	36616	12	18157	4020	39899	33	6168	0	200
1746213669.990		54233	34523	7	15345	4358	36406	33	6168	0	200
1746213669.995		52831	32613	13	16737	3468	37243	33	6168	0	200
1746213670.000		57921	35692	10	19027	3192	40848	33	6168	0	200
1746213670.005		55890	35274	12	18391	2213	37066	33	6168	0	200
1746213670.010		54146	35068	10	18197	871	36545	33	6168	0	200
1746213670.015		56981	36973	12	18255	1741	37208	33	6168	0	200
1746213670.020		55176	35346	13	16907	2910	35369	33	6168	0	200
1746213670.025		54643	34497	9	18527	1610	35438	33	6168	0	200
1746213670.030		56946	35502	10	18015	3419	38886	33	6168	0	200
1746213670.035		57057	35140	14	18663	3240	38093	33	6168	0	200
1746213670.039		57907	35405	9	17467	5026	38951	33	6168	0	200
1746213670.045		55943	36666	12	18429	836	37022	33	6168	0	200
1746213670.050		54982	34337	10	20475	160	36292	33	6168	0	200
1746213670.054		53743	34873	5	15440	3425	34455	33	6168	0	200
1746213670.059		60157	38596	12	16630	4919	38158	33	6168	0	200
1746213670.065		56491	36088	13	18915	1475	37300	33	6168	0	200
1746213670.070		55867	35463	9	19495	900	37921	33	6168	0	200
1746213670.074		62583	40485	12	19635	2451	39912	33	6168	0	200
1746213670.080		61555	39883	7	19026	2639	41863	33	6168	0	200
1746213670.090		54202	34594	13	16589	3006	36875	33	6168	0	200
1746213670.084		62575	40474	6	16674	5421	42204	33	6168	0	200
1746213670.095		57142	36455	13	16957	3717	40422	33	6168	0	200
1746213670.100		55546	34880	11	20530	125	35178	33	6168	0	200
1746213670.104		58171	34744	10	16351	7066	38503	33	6168	0	200
1746213670.115		55905	33860	8	18616	3421	38174	33	6168	0	200
1746213670.110		63595	40559	19	16311	6706	43474	33	6168	0	200
1746213670.125		56923	33366	11	16571	6975	39818	33	6168	0	200
1746213670.120		62239	38257	6	16700	7276	42643	33	6168	0	200
1746213670.130		54815	34702	6	19791	316	36800	33	6168	0	200
1746213670.134		53255	33039	11	17263	2942	37412	33	6168	0	200
1746213670.140		55792	35649	6	18108	2029	38269	33	6168	0	200
1746213670.145		56185	33665	14	18777	3729	39497	33	6168	0	200
1746213670.150		59669	35352	6	19404	4907	41521	33	6168	0	200
